case_id,candidate_atm_id,distance_from_last_activity,distance_from_previous_withdrawal,regional_match,time_compatibility,historical_area_score,is_actual_withdrawal,split,source_type
CASE-00037,ATM-001,2.76,3.5,1,0.723,0.097,0,TEST,SYNTHETIC
CASE-00037,ATM-073,3.01,2.05,1,0.881,0.779,0,TEST,SYNTHETIC
CASE-00037,ATM-103,4.3,4.84,1,0.489,0.905,0,TEST,SYNTHETIC
CASE-00037,ATM-043,5.15,5.44,1,0.906,0.021,0,TEST,SYNTHETIC
CASE-00037,ATM-115,5.3,5.83,1,0.955,0.532,0,TEST,SYNTHETIC
CASE-00037,ATM-085,7.22,6.03,1,0.686,0.044,0,TEST,SYNTHETIC
CASE-00037,ATM-025,7.23,4.67,1,0.995,0.841,0,TEST,SYNTHETIC
CASE-00037,ATM-067,7.39,4.5,1,0.62,0.637,0,TEST,SYNTHETIC
CASE-00038,ATM-020,2.69,3.08,1,0.687,0.771,0,TEST,SYNTHETIC
CASE-00038,ATM-086,2.9,3.27,1,0.697,0.365,0,TEST,SYNTHETIC
CASE-00038,ATM-032,3.44,4.69,1,0.639,0.063,0,TEST,SYNTHETIC
CASE-00038,ATM-074,4.87,4.99,1,0.814,0.427,0,TEST,SYNTHETIC
CASE-00038,ATM-116,5.43,4.89,1,0.728,0.158,0,TEST,SYNTHETIC
CASE-00038,ATM-110,6.49,7.72,1,0.904,0.909,0,TEST,SYNTHETIC
CASE-00038,ATM-080,6.52,8.36,1,0.642,0.422,0,TEST,SYNTHETIC
CASE-00038,ATM-027,505.22,477.42,0,0.825,0.261,1,TEST,SYNTHETIC
CASE-00039,ATM-099,4.13,5.1,1,0.904,0.557,0,TEST,SYNTHETIC
CASE-00039,ATM-075,4.56,3.41,1,0.747,0.91,0,TEST,SYNTHETIC
CASE-00039,ATM-009,5.24,5.27,1,0.902,0.225,0,TEST,SYNTHETIC
CASE-00039,ATM-105,5.66,7.96,1,0.785,0.984,0,TEST,SYNTHETIC
CASE-00039,ATM-027,6.31,8.39,1,0.772,0.215,0,TEST,SYNTHETIC
CASE-00039,ATM-021,7.1,5.29,1,0.994,0.548,0,TEST,SYNTHETIC
CASE-00039,ATM-081,7.72,5.22,1,0.673,0.534,0,TEST,SYNTHETIC
CASE-00039,ATM-036,240.9,242.82,0,0.799,0.258,1,TEST,SYNTHETIC
CASE-00040,ATM-046,1.99,2.42,1,0.87,0.7,0,TRAIN,SYNTHETIC
CASE-00040,ATM-040,2.48,2.83,1,0.923,0.378,0,TRAIN,SYNTHETIC
CASE-00040,ATM-064,2.56,1.86,1,0.933,0.642,0,TRAIN,SYNTHETIC
CASE-00040,ATM-094,2.91,2.88,1,0.818,0.45,0,TRAIN,SYNTHETIC
CASE-00040,ATM-112,5.05,2.92,1,0.992,0.684,0,TRAIN,SYNTHETIC
CASE-00040,ATM-004,6.3,8.69,1,0.769,0.85,0,TRAIN,SYNTHETIC
CASE-00040,ATM-088,7.76,11.08,1,0.498,0.266,0,TRAIN,SYNTHETIC
CASE-00040,ATM-013,415.56,592.01,1,0.608,0.656,1,TRAIN,SYNTHETIC
CASE-00041,ATM-119,1.38,1.61,1,0.645,0.739,0,TRAIN,SYNTHETIC
CASE-00041,ATM-077,2.57,1.68,1,0.566,0.345,0,TRAIN,SYNTHETIC
CASE-00041,ATM-041,4.57,6.29,1,0.892,0.536,0,TRAIN,SYNTHETIC
CASE-00041,ATM-053,6.91,5.41,1,0.898,0.766,0,TRAIN,SYNTHETIC
CASE-00041,ATM-017,7.17,8.77,1,0.662,0.492,0,TRAIN,SYNTHETIC
CASE-00041,ATM-101,8.31,10.12,1,0.87,0.621,0,TRAIN,SYNTHETIC
CASE-00041,ATM-059,8.94,7.7,1,0.499,0.079,0,TRAIN,SYNTHETIC
CASE-00041,ATM-005,8.96,8.5,1,0.898,0.327,0,TRAIN,SYNTHETIC
CASE-00042,ATM-120,1.22,0.71,1,0.869,0.756,0,TRAIN,SYNTHETIC
CASE-00042,ATM-078,2.38,3.36,1,0.727,0.057,0,TRAIN,SYNTHETIC
CASE-00042,ATM-018,4.57,5.06,1,0.517,0.27,0,TRAIN,SYNTHETIC
CASE-00042,ATM-072,5.09,4.92,1,0.472,0.447,0,TRAIN,SYNTHETIC
CASE-00042,ATM-048,6.51,9.14,1,0.481,0.282,0,TRAIN,SYNTHETIC
CASE-00042,ATM-042,6.91,9.64,1,0.555,0.013,0,TRAIN,SYNTHETIC
CASE-00042,ATM-024,6.94,6.29,1,0.778,0.686,0,TRAIN,SYNTHETIC
CASE-00042,ATM-066,7.01,9.21,1,0.751,0.128,0,TRAIN,SYNTHETIC
CASE-00043,ATM-001,2.76,2.76,1,0.882,0.898,0,TRAIN,SYNTHETIC
CASE-00043,ATM-073,3.01,3.39,1,0.607,0.313,0,TRAIN,SYNTHETIC
CASE-00043,ATM-103,4.3,6.1,1,0.638,0.172,0,TRAIN,SYNTHETIC
CASE-00043,ATM-043,5.15,6.29,1,0.615,0.367,0,TRAIN,SYNTHETIC
CASE-00043,ATM-115,5.3,7.64,1,0.762,0.864,0,TRAIN,SYNTHETIC
CASE-00043,ATM-085,7.22,9.13,1,0.885,0.095,0,TRAIN,SYNTHETIC
CASE-00043,ATM-025,7.23,4.23,1,0.542,0.694,0,TRAIN,SYNTHETIC
CASE-00043,ATM-067,7.39,9.82,1,0.607,0.031,0,TRAIN,SYNTHETIC
CASE-00044,ATM-020,2.69,2.07,1,0.556,0.221,0,TRAIN,SYNTHETIC
CASE-00044,ATM-086,2.9,3.51,1,0.538,0.513,0,TRAIN,SYNTHETIC
CASE-00044,ATM-032,3.44,2.57,1,0.904,0.97,0,TRAIN,SYNTHETIC
CASE-00044,ATM-074,4.87,5.18,1,0.936,0.659,0,TRAIN,SYNTHETIC
CASE-00044,ATM-116,5.43,4.98,1,0.994,0.83,0,TRAIN,SYNTHETIC
CASE-00044,ATM-110,6.49,4.7,1,0.687,0.708,0,TRAIN,SYNTHETIC
CASE-00044,ATM-080,6.52,8.7,1,0.703,0.322,0,TRAIN,SYNTHETIC
CASE-00044,ATM-008,7.41,4.76,1,0.741,0.834,0,TRAIN,SYNTHETIC
CASE-00045,ATM-099,4.13,5.74,1,0.895,0.64,0,TRAIN,SYNTHETIC
CASE-00045,ATM-075,4.56,4.06,1,0.51,0.418,0,TRAIN,SYNTHETIC
CASE-00045,ATM-009,5.24,3.58,1,0.692,0.285,0,TRAIN,SYNTHETIC
CASE-00045,ATM-105,5.66,6.83,1,0.986,0.029,0,TRAIN,SYNTHETIC
CASE-00045,ATM-027,6.31,9.07,1,0.974,0.236,0,TRAIN,SYNTHETIC
CASE-00045,ATM-021,7.1,6.74,1,0.712,0.24,0,TRAIN,SYNTHETIC
CASE-00045,ATM-081,7.72,10.31,1,0.99,0.516,0,TRAIN,SYNTHETIC
CASE-00045,ATM-003,7.98,5.08,1,0.612,0.973,0,TRAIN,SYNTHETIC
CASE-00046,ATM-046,1.99,1.62,1,0.668,0.432,0,TRAIN,SYNTHETIC
CASE-00046,ATM-040,2.48,1.66,1,0.756,0.516,0,TRAIN,SYNTHETIC
CASE-00046,ATM-064,2.56,2.53,1,0.664,0.747,0,TRAIN,SYNTHETIC
CASE-00046,ATM-094,2.91,3.05,1,0.778,0.372,0,TRAIN,SYNTHETIC
CASE-00046,ATM-112,5.05,6.08,1,0.934,0.903,0,TRAIN,SYNTHETIC
CASE-00046,ATM-004,6.3,5.53,1,0.98,0.341,0,TRAIN,SYNTHETIC
CASE-00046,ATM-088,7.76,6.92,1,0.724,0.048,0,TRAIN,SYNTHETIC
CASE-00046,ATM-058,8.21,10.82,1,0.764,0.121,0,TRAIN,SYNTHETIC
CASE-00047,ATM-119,1.38,0.98,1,0.502,0.464,0,TRAIN,SYNTHETIC
CASE-00047,ATM-077,2.57,3.42,1,0.697,0.594,0,TRAIN,SYNTHETIC
CASE-00047,ATM-041,4.57,2.7,1,0.454,0.79,0,TRAIN,SYNTHETIC
CASE-00047,ATM-053,6.91,5.54,1,0.937,0.005,0,TRAIN,SYNTHETIC
CASE-00047,ATM-017,7.17,5.42,1,0.648,0.961,0,TRAIN,SYNTHETIC
CASE-00047,ATM-101,8.31,4.81,1,0.92,0.464,0,TRAIN,SYNTHETIC
CASE-00047,ATM-059,8.94,8.31,1,0.938,0.323,0,TRAIN,SYNTHETIC
CASE-00047,ATM-063,496.65,423.14,0,0.921,0.026,1,TRAIN,SYNTHETIC
CASE-00048,ATM-120,1.22,1.22,1,0.71,0.496,0,TRAIN,SYNTHETIC
CASE-00048,ATM-078,2.38,1.47,1,0.486,0.271,0,TRAIN,SYNTHETIC
CASE-00048,ATM-018,4.57,6.04,1,0.791,0.632,0,TRAIN,SYNTHETIC
CASE-00048,ATM-072,5.09,5.83,1,0.493,0.971,0,TRAIN,SYNTHETIC
CASE-00048,ATM-048,6.51,4.85,1,0.638,0.969,0,TRAIN,SYNTHETIC
CASE-00048,ATM-042,6.91,6.72,1,0.529,0.894,0,TRAIN,SYNTHETIC
CASE-00048,ATM-024,6.94,9.86,1,0.458,0.723,0,TRAIN,SYNTHETIC
CASE-00048,ATM-066,7.01,8.76,1,0.847,0.924,0,TRAIN,SYNTHETIC
CASE-00049,ATM-001,2.76,3.52,1,0.566,0.26,0,TRAIN,SYNTHETIC
CASE-00049,ATM-073,3.01,4.08,1,0.567,0.71,0,TRAIN,SYNTHETIC
CASE-00049,ATM-103,4.3,2.58,1,0.566,0.83,0,TRAIN,SYNTHETIC
CASE-00049,ATM-043,5.15,2.86,1,0.638,0.282,0,TRAIN,SYNTHETIC
CASE-00049,ATM-115,5.3,5.12,1,0.715,0.533,0,TRAIN,SYNTHETIC
CASE-00049,ATM-085,7.22,9.57,1,0.742,0.506,0,TRAIN,SYNTHETIC
CASE-00049,ATM-025,7.23,5.8,1,0.532,0.012,0,TRAIN,SYNTHETIC
CASE-00049,ATM-059,919.2,1151.29,0,0.934,0.147,1,TRAIN,SYNTHETIC
CASE-00050,ATM-020,2.69,1.58,1,0.741,0.021,0,TRAIN,SYNTHETIC
CASE-00050,ATM-086,2.9,2.16,1,0.778,0.793,0,TRAIN,SYNTHETIC
CASE-00050,ATM-032,3.44,3.52,1,0.681,0.718,0,TRAIN,SYNTHETIC
CASE-00050,ATM-074,4.87,5.6,1,0.986,0.757,0,TRAIN,SYNTHETIC
CASE-00050,ATM-116,5.43,5.57,1,0.526,0.04,0,TRAIN,SYNTHETIC
CASE-00050,ATM-110,6.49,7.81,1,0.694,0.677,0,TRAIN,SYNTHETIC
CASE-00050,ATM-080,6.52,8.34,1,0.794,0.876,0,TRAIN,SYNTHETIC
CASE-00050,ATM-058,230.25,240.37,0,0.817,0.684,1,TRAIN,SYNTHETIC
CASE-00051,ATM-099,4.13,4.33,1,0.986,0.486,0,TRAIN,SYNTHETIC
CASE-00051,ATM-075,4.56,5.99,1,0.473,0.718,0,TRAIN,SYNTHETIC
CASE-00051,ATM-009,5.24,5.82,1,0.454,0.537,0,TRAIN,SYNTHETIC
CASE-00051,ATM-105,5.66,4.8,1,0.627,0.683,0,TRAIN,SYNTHETIC
CASE-00051,ATM-027,6.31,6.34,1,0.562,0.382,0,TRAIN,SYNTHETIC
CASE-00051,ATM-021,7.1,7.63,1,0.653,0.297,0,TRAIN,SYNTHETIC
CASE-00051,ATM-081,7.72,8.12,1,0.759,0.023,0,TRAIN,SYNTHETIC
CASE-00051,ATM-116,497.39,577.59,0,0.646,0.186,1,TRAIN,SYNTHETIC
CASE-00052,ATM-046,1.99,1.71,1,0.945,0.69,0,TRAIN,SYNTHETIC
CASE-00052,ATM-040,2.48,3.27,1,0.929,0.382,0,TRAIN,SYNTHETIC
CASE-00052,ATM-064,2.56,2.99,1,0.653,0.71,0,TRAIN,SYNTHETIC
CASE-00052,ATM-094,2.91,3.18,1,0.911,0.803,0,TRAIN,SYNTHETIC
CASE-00052,ATM-112,5.05,4.29,1,0.933,0.776,0,TRAIN,SYNTHETIC
CASE-00052,ATM-004,6.3,4.33,1,0.775,0.079,0,TRAIN,SYNTHETIC
CASE-00052,ATM-088,7.76,5.55,1,0.641,0.232,0,TRAIN,SYNTHETIC
CASE-00052,ATM-058,8.21,6.14,1,0.737,0.264,0,TRAIN,SYNTHETIC
CASE-00053,ATM-119,1.38,1.99,1,0.583,0.38,0,TRAIN,SYNTHETIC
CASE-00053,ATM-077,2.57,1.88,1,0.545,0.625,0,TRAIN,SYNTHETIC
CASE-00053,ATM-041,4.57,3.91,1,0.907,0.699,0,TRAIN,SYNTHETIC
CASE-00053,ATM-053,6.91,4.85,1,0.869,0.175,0,TRAIN,SYNTHETIC
CASE-00053,ATM-017,7.17,9.04,1,0.56,0.382,0,TRAIN,SYNTHETIC
CASE-00053,ATM-101,8.31,7.55,1,0.683,0.627,0,TRAIN,SYNTHETIC
CASE-00053,ATM-059,8.94,11.06,1,0.832,0.626,0,TRAIN,SYNTHETIC
CASE-00053,ATM-012,742.96,687.98,0,0.822,0.52,1,TRAIN,SYNTHETIC
CASE-00054,ATM-120,1.22,1.18,1,0.746,0.942,0,VALIDATION,SYNTHETIC
CASE-00054,ATM-078,2.38,2.46,1,0.63,0.149,0,VALIDATION,SYNTHETIC
CASE-00054,ATM-018,4.57,3.19,1,0.657,0.992,0,VALIDATION,SYNTHETIC
CASE-00054,ATM-072,5.09,6.5,1,0.908,0.443,0,VALIDATION,SYNTHETIC
CASE-00054,ATM-048,6.51,8.6,1,0.862,0.388,0,VALIDATION,SYNTHETIC
CASE-00054,ATM-042,6.91,9.72,1,0.997,0.187,0,VALIDATION,SYNTHETIC
CASE-00054,ATM-024,6.94,10.02,1,0.747,0.026,0,VALIDATION,SYNTHETIC
CASE-00054,ATM-065,762.09,607.95,0,0.476,0.571,1,VALIDATION,SYNTHETIC
CASE-00055,ATM-001,2.76,3.16,1,0.73,0.045,0,VALIDATION,SYNTHETIC
CASE-00055,ATM-073,3.01,3.17,1,0.923,0.058,0,VALIDATION,SYNTHETIC
CASE-00055,ATM-103,4.3,3.78,1,0.931,0.782,0,VALIDATION,SYNTHETIC
CASE-00055,ATM-043,5.15,5.72,1,0.705,0.992,0,VALIDATION,SYNTHETIC
CASE-00055,ATM-115,5.3,7.08,1,0.743,0.999,0,VALIDATION,SYNTHETIC
CASE-00055,ATM-085,7.22,9.28,1,0.968,0.04,0,VALIDATION,SYNTHETIC
CASE-00055,ATM-025,7.23,8.45,1,0.601,0.287,0,VALIDATION,SYNTHETIC
CASE-00055,ATM-067,7.39,8.88,1,0.451,0.645,0,VALIDATION,SYNTHETIC
CASE-00056,ATM-020,2.69,3.77,1,0.49,0.842,0,VALIDATION,SYNTHETIC
CASE-00056,ATM-086,2.9,3.61,1,0.791,0.206,0,VALIDATION,SYNTHETIC
CASE-00056,ATM-032,3.44,3.69,1,0.628,0.669,0,VALIDATION,SYNTHETIC
CASE-00056,ATM-074,4.87,5.13,1,0.957,0.865,0,VALIDATION,SYNTHETIC
CASE-00056,ATM-116,5.43,7.82,1,0.495,0.858,0,VALIDATION,SYNTHETIC
CASE-00056,ATM-110,6.49,8.39,1,0.494,0.794,0,VALIDATION,SYNTHETIC
CASE-00056,ATM-080,6.52,5.4,1,0.909,0.103,0,VALIDATION,SYNTHETIC
CASE-00056,ATM-008,7.41,7,1,0.88,0.178,0,VALIDATION,SYNTHETIC
CASE-00057,ATM-099,4.13,5.48,1,0.655,0.49,0,TEST,SYNTHETIC
CASE-00057,ATM-075,4.56,4.06,1,0.564,0.728,0,TEST,SYNTHETIC
CASE-00057,ATM-009,5.24,5.6,1,0.748,0.598,0,TEST,SYNTHETIC
CASE-00057,ATM-105,5.66,4.56,1,0.972,0.126,0,TEST,SYNTHETIC
CASE-00057,ATM-027,6.31,7.62,1,0.508,0.375,0,TEST,SYNTHETIC
CASE-00057,ATM-021,7.1,9.87,1,0.876,0.627,0,TEST,SYNTHETIC
CASE-00057,ATM-081,7.72,4.42,1,0.943,0.312,0,TEST,SYNTHETIC
CASE-00057,ATM-093,10.15,5.62,1,0.813,0.766,1,TEST,SYNTHETIC
CASE-00058,ATM-046,1.99,2.08,1,0.748,0.682,0,TEST,SYNTHETIC
CASE-00058,ATM-040,2.48,1.75,1,0.475,0.302,0,TEST,SYNTHETIC
CASE-00058,ATM-064,2.56,3.64,1,0.664,0.37,0,TEST,SYNTHETIC
CASE-00058,ATM-094,2.91,2.53,1,0.666,0.004,0,TEST,SYNTHETIC
CASE-00058,ATM-112,5.05,3.3,1,0.799,0.907,0,TEST,SYNTHETIC
CASE-00058,ATM-004,6.3,7.45,1,0.841,0.545,0,TEST,SYNTHETIC
CASE-00058,ATM-088,7.76,5.51,1,0.524,0.889,0,TEST,SYNTHETIC
CASE-00058,ATM-047,897.27,1034.05,0,0.913,0.858,1,TEST,SYNTHETIC
CASE-00059,ATM-119,1.38,0.99,1,0.987,0.323,0,TEST,SYNTHETIC
CASE-00059,ATM-077,2.57,3.53,1,0.818,0.926,0,TEST,SYNTHETIC
CASE-00059,ATM-041,4.57,6.28,1,0.638,0.042,0,TEST,SYNTHETIC
CASE-00059,ATM-053,6.91,8.56,1,0.939,0.103,0,TEST,SYNTHETIC
CASE-00059,ATM-017,7.17,7.4,1,0.978,0.787,0,TEST,SYNTHETIC
CASE-00059,ATM-101,8.31,9.87,1,0.913,0.383,0,TEST,SYNTHETIC
CASE-00059,ATM-059,8.94,6.04,1,0.828,0.665,0,TEST,SYNTHETIC
CASE-00059,ATM-089,12.01,14.96,1,0.964,0.881,1,TEST,SYNTHETIC
CASE-00060,ATM-120,1.22,0.88,1,0.647,0.296,0,TRAIN,SYNTHETIC
CASE-00060,ATM-078,2.38,2.73,1,0.694,0.323,0,TRAIN,SYNTHETIC
CASE-00060,ATM-018,4.57,5.93,1,0.563,0.583,0,TRAIN,SYNTHETIC
CASE-00060,ATM-072,5.09,4.78,1,0.805,0.809,0,TRAIN,SYNTHETIC
CASE-00060,ATM-048,6.51,8.78,1,0.744,0.01,0,TRAIN,SYNTHETIC
CASE-00060,ATM-042,6.91,7.46,1,0.528,0.474,0,TRAIN,SYNTHETIC
CASE-00060,ATM-024,6.94,6.83,1,0.731,0.786,0,TRAIN,SYNTHETIC
CASE-00060,ATM-109,395.64,391.94,0,0.7,0.959,1,TRAIN,SYNTHETIC
CASE-00061,ATM-001,2.76,1.53,1,0.813,0.505,0,TRAIN,SYNTHETIC
CASE-00061,ATM-073,3.01,3.22,1,0.644,0.425,0,TRAIN,SYNTHETIC
CASE-00061,ATM-103,4.3,2.57,1,0.856,0.697,0,TRAIN,SYNTHETIC
CASE-00061,ATM-043,5.15,7.42,1,0.6,0.007,0,TRAIN,SYNTHETIC
CASE-00061,ATM-115,5.3,3.59,1,0.784,0.993,0,TRAIN,SYNTHETIC
CASE-00061,ATM-085,7.22,8.52,1,0.955,0.398,0,TRAIN,SYNTHETIC
CASE-00061,ATM-025,7.23,5.01,1,0.991,0.28,0,TRAIN,SYNTHETIC
CASE-00061,ATM-067,7.39,10.47,1,0.9,0.111,0,TRAIN,SYNTHETIC
CASE-00062,ATM-020,2.69,3.67,1,0.494,0.563,0,TRAIN,SYNTHETIC
CASE-00062,ATM-086,2.9,2.22,1,0.996,0.733,0,TRAIN,SYNTHETIC
CASE-00062,ATM-032,3.44,4.01,1,0.755,0.059,0,TRAIN,SYNTHETIC
CASE-00062,ATM-074,4.87,2.68,1,0.694,0.978,0,TRAIN,SYNTHETIC
CASE-00062,ATM-116,5.43,4.14,1,0.592,0.708,0,TRAIN,SYNTHETIC
CASE-00062,ATM-110,6.49,7.16,1,0.772,0.28,0,TRAIN,SYNTHETIC
CASE-00062,ATM-080,6.52,7.04,1,0.87,0.842,0,TRAIN,SYNTHETIC
CASE-00062,ATM-008,7.41,8.28,1,0.981,0.843,0,TRAIN,SYNTHETIC
CASE-00063,ATM-099,4.13,3.88,1,0.948,0.051,0,TRAIN,SYNTHETIC
CASE-00063,ATM-075,4.56,3.51,1,0.468,0.485,0,TRAIN,SYNTHETIC
CASE-00063,ATM-009,5.24,3.03,1,0.762,0.232,0,TRAIN,SYNTHETIC
CASE-00063,ATM-105,5.66,5.45,1,0.712,0.783,0,TRAIN,SYNTHETIC
CASE-00063,ATM-027,6.31,3.73,1,0.803,0.044,0,TRAIN,SYNTHETIC
CASE-00063,ATM-021,7.1,5.32,1,0.619,0.692,0,TRAIN,SYNTHETIC
CASE-00063,ATM-081,7.72,6.09,1,0.508,0.067,0,TRAIN,SYNTHETIC
CASE-00063,ATM-003,7.98,5.11,1,0.797,0.657,0,TRAIN,SYNTHETIC
CASE-00064,ATM-046,1.99,1.76,1,0.623,0.534,0,TRAIN,SYNTHETIC
CASE-00064,ATM-040,2.48,1.58,1,0.642,0.238,0,TRAIN,SYNTHETIC
CASE-00064,ATM-064,2.56,1.95,1,0.757,0.122,0,TRAIN,SYNTHETIC
CASE-00064,ATM-094,2.91,4.09,1,0.678,0.509,0,TRAIN,SYNTHETIC
CASE-00064,ATM-112,5.05,4.41,1,0.771,0.652,0,TRAIN,SYNTHETIC
CASE-00064,ATM-004,6.3,8.12,1,0.787,0.928,0,TRAIN,SYNTHETIC
CASE-00064,ATM-088,7.76,7.72,1,0.486,0.929,0,TRAIN,SYNTHETIC
CASE-00064,ATM-066,735.9,1051.4,0,0.76,0.856,1,TRAIN,SYNTHETIC
CASE-00065,ATM-119,1.38,1.62,1,0.816,0.829,0,TRAIN,SYNTHETIC
CASE-00065,ATM-077,2.57,1.51,1,0.508,0.239,0,TRAIN,SYNTHETIC
CASE-00065,ATM-041,4.57,4.76,1,0.62,0.912,0,TRAIN,SYNTHETIC
CASE-00065,ATM-053,6.91,7.71,1,0.513,0.92,0,TRAIN,SYNTHETIC
CASE-00065,ATM-017,7.17,7.14,1,0.657,0.198,0,TRAIN,SYNTHETIC
CASE-00065,ATM-101,8.31,11.12,1,0.962,0.139,0,TRAIN,SYNTHETIC
CASE-00065,ATM-059,8.94,12.21,1,0.687,0.186,0,TRAIN,SYNTHETIC
CASE-00065,ATM-005,8.96,5.66,1,0.883,0.238,0,TRAIN,SYNTHETIC
CASE-00066,ATM-120,1.22,1.61,1,0.884,0.786,0,TRAIN,SYNTHETIC
CASE-00066,ATM-078,2.38,1.98,1,0.791,0.499,0,TRAIN,SYNTHETIC
CASE-00066,ATM-018,4.57,5.69,1,0.9,0.395,0,TRAIN,SYNTHETIC
CASE-00066,ATM-072,5.09,7.03,1,0.595,0.672,0,TRAIN,SYNTHETIC
CASE-00066,ATM-048,6.51,6.08,1,0.648,0.181,0,TRAIN,SYNTHETIC
CASE-00066,ATM-042,6.91,6.56,1,0.822,0.34,0,TRAIN,SYNTHETIC
CASE-00066,ATM-024,6.94,8.58,1,0.935,0.022,0,TRAIN,SYNTHETIC
CASE-00066,ATM-111,246.31,262.18,0,0.967,0.391,1,TRAIN,SYNTHETIC
CASE-00067,ATM-001,2.76,1.88,1,0.626,0.015,0,TRAIN,SYNTHETIC
CASE-00067,ATM-073,3.01,3.76,1,0.872,0.074,0,TRAIN,SYNTHETIC
CASE-00067,ATM-103,4.3,3.59,1,0.825,0.85,0,TRAIN,SYNTHETIC
CASE-00067,ATM-043,5.15,3.53,1,0.613,0.981,0,TRAIN,SYNTHETIC
CASE-00067,ATM-115,5.3,3.81,1,0.853,0.303,0,TRAIN,SYNTHETIC
CASE-00067,ATM-085,7.22,9.94,1,0.749,0.718,0,TRAIN,SYNTHETIC
CASE-00067,ATM-025,7.23,5.21,1,0.57,0.894,0,TRAIN,SYNTHETIC
CASE-00067,ATM-067,7.39,8.53,1,0.644,0.145,0,TRAIN,SYNTHETIC
CASE-00068,ATM-020,2.69,1.62,1,0.905,0.344,0,TRAIN,SYNTHETIC
CASE-00068,ATM-086,2.9,3.65,1,0.889,0.074,0,TRAIN,SYNTHETIC
CASE-00068,ATM-032,3.44,2.74,1,0.835,0.708,0,TRAIN,SYNTHETIC
CASE-00068,ATM-074,4.87,3.34,1,0.78,0.142,0,TRAIN,SYNTHETIC
CASE-00068,ATM-116,5.43,3.61,1,0.514,0.077,0,TRAIN,SYNTHETIC
CASE-00068,ATM-110,6.49,5.58,1,0.859,0.412,0,TRAIN,SYNTHETIC
CASE-00068,ATM-080,6.52,5.28,1,0.896,0.197,0,TRAIN,SYNTHETIC
CASE-00068,ATM-008,7.41,5.41,1,0.73,0.37,0,TRAIN,SYNTHETIC
CASE-00069,ATM-099,4.13,4.44,1,0.54,0.427,0,TRAIN,SYNTHETIC
CASE-00069,ATM-075,4.56,4.34,1,0.841,0.232,0,TRAIN,SYNTHETIC
CASE-00069,ATM-009,5.24,4.07,1,0.738,0.418,0,TRAIN,SYNTHETIC
CASE-00069,ATM-105,5.66,7.27,1,0.469,0.237,0,TRAIN,SYNTHETIC
CASE-00069,ATM-027,6.31,5.64,1,0.997,0.075,0,TRAIN,SYNTHETIC
CASE-00069,ATM-021,7.1,9.99,1,0.485,0.467,0,TRAIN,SYNTHETIC
CASE-00069,ATM-081,7.72,6.9,1,0.665,0.507,0,TRAIN,SYNTHETIC
CASE-00069,ATM-003,7.98,10.73,1,0.846,0.792,0,TRAIN,SYNTHETIC
CASE-00070,ATM-046,1.99,2.05,1,0.901,0.008,0,TRAIN,SYNTHETIC
CASE-00070,ATM-040,2.48,1.52,1,0.927,0.507,0,TRAIN,SYNTHETIC
CASE-00070,ATM-064,2.56,3.02,1,0.482,0.906,0,TRAIN,SYNTHETIC
CASE-00070,ATM-094,2.91,3.57,1,0.719,0.678,0,TRAIN,SYNTHETIC
CASE-00070,ATM-112,5.05,2.87,1,0.693,0.311,0,TRAIN,SYNTHETIC
CASE-00070,ATM-004,6.3,8.33,1,0.864,0.317,0,TRAIN,SYNTHETIC
CASE-00070,ATM-088,7.76,7.63,1,0.496,0.528,0,TRAIN,SYNTHETIC
CASE-00070,ATM-058,8.21,8.67,1,0.971,0.297,0,TRAIN,SYNTHETIC
CASE-00071,ATM-119,1.38,1.05,1,0.994,0.631,0,TRAIN,SYNTHETIC
CASE-00071,ATM-077,2.57,3.19,1,0.978,0.811,0,TRAIN,SYNTHETIC
CASE-00071,ATM-041,4.57,6.27,1,0.625,0.222,0,TRAIN,SYNTHETIC
CASE-00071,ATM-053,6.91,3.86,1,0.952,0.012,0,TRAIN,SYNTHETIC
CASE-00071,ATM-017,7.17,5.62,1,0.647,0.941,0,TRAIN,SYNTHETIC
CASE-00071,ATM-101,8.31,7.78,1,0.717,0.146,0,TRAIN,SYNTHETIC
CASE-00071,ATM-059,8.94,6.79,1,0.544,0.23,0,TRAIN,SYNTHETIC
CASE-00071,ATM-005,8.96,9.75,1,0.748,0.271,0,TRAIN,SYNTHETIC
CASE-00072,ATM-120,1.22,1.71,1,0.699,0.285,0,TRAIN,SYNTHETIC
CASE-00072,ATM-078,2.38,2.2,1,0.591,0.353,0,TRAIN,SYNTHETIC
CASE-00072,ATM-018,4.57,4.02,1,0.798,0.871,0,TRAIN,SYNTHETIC
CASE-00072,ATM-072,5.09,4.11,1,0.865,0.35,0,TRAIN,SYNTHETIC
CASE-00072,ATM-048,6.51,7.49,1,0.699,0.5,0,TRAIN,SYNTHETIC
CASE-00072,ATM-042,6.91,9.83,1,0.504,0.818,0,TRAIN,SYNTHETIC
CASE-00072,ATM-024,6.94,4.8,1,0.48,0.028,0,TRAIN,SYNTHETIC
CASE-00072,ATM-040,729.35,632.62,0,0.855,0.52,1,TRAIN,SYNTHETIC
CASE-00073,ATM-001,2.76,3.71,1,0.713,0.66,0,TRAIN,SYNTHETIC
CASE-00073,ATM-073,3.01,2.19,1,0.855,0.05,0,TRAIN,SYNTHETIC
CASE-00073,ATM-103,4.3,4.11,1,0.594,0.074,0,TRAIN,SYNTHETIC
